HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,HD average intensity,,,goal: determine wavelengths of peaks,,,,,Links ,
635.567,2.08,635.567,8.77,635.567,-0.08,3.59,,,,,,,,,
635.584,2.08,635.584,10.77,635.584,3.92,5.59,,,,,,,,,
635.602,21.08,635.602,34.77,635.602,23.92,26.59,,,,,,,,,
635.619,39.08,635.619,46.77,635.619,34.92,40.25666667,,,,,,,,,
635.637,1.08,635.637,-4.23,635.637,2.92,-0.07666666667,,,,,,,,,
635.654,10.08,635.654,-2.23,635.654,-1.08,2.256666667,,,,,,,,,
635.672,0.08,635.672,-0.23,635.672,1.92,0.59,,,,,,,,,
635.689,17.08,635.689,2.77,635.689,4.92,8.256666667,,,,,,,,,
635.707,13.08,635.707,-3.23,635.707,2.92,4.256666667,,,,,,,,,
635.724,4.08,635.724,-0.23,635.724,13.92,5.923333333,,,,,,,,,
635.742,-11.92,635.742,10.77,635.742,-15.08,-5.41,,,,,,,,,
635.759,-5.92,635.759,-7.23,635.759,-19.08,-10.74333333,,,,,,,,,
635.777,11.08,635.777,6.77,635.777,-6.08,3.923333333,,,,,,,,,
635.795,17.08,635.795,-1.23,635.795,-22.08,-2.076666667,,,,,,,,,
635.812,5.08,635.812,12.77,635.812,-4.08,4.59,,,,,,,,,
635.829,0.08,635.829,16.77,635.829,-15.08,0.59,,,,,,,,,
635.847,-11.92,635.847,3.77,635.847,-9.08,-5.743333333,,,,,,,,,
635.864,-1.92,635.864,9.77,635.864,9.92,5.923333333,,,,,,,,,
635.882,6.08,635.882,4.77,635.882,-1.08,3.256666667,,,,,,,,,
635.899,7.08,635.899,2.77,635.899,5.92,5.256666667,,,,,,,,,
635.917,11.08,635.917,-3.23,635.917,1.92,3.256666667,,,,,,,,,
635.934,-4.92,635.934,4.77,635.934,-5.08,-1.743333333,,,,,,,,,
635.952,-9.92,635.952,15.77,635.952,1.92,2.59,,,,,,,,,
635.969,-22.92,635.969,-3.23,635.969,-10.08,-12.07666667,,,,,,,,,
635.987,5.08,635.987,3.77,635.987,12.92,7.256666667,,,,,,,,,
636.004,14.08,636.004,29.77,636.004,22.92,22.25666667,,,,,,,,,
636.022,5.08,636.022,14.77,636.022,1.92,7.256666667,,,,,,,,,
636.039,4.08,636.039,0.77,636.039,-6.08,-0.41,,,,,,,,,
636.057,7.08,636.057,11.77,636.057,18.92,12.59,,,,,,,,,
636.074,-10.92,636.074,0.77,636.074,6.92,-1.076666667,,,,,,,,,
636.092,0.08,636.092,-6.23,636.092,1.92,-1.41,,,,,,,,,
636.109,-7.92,636.109,-2.23,636.109,4.92,-1.743333333,,,,,,,,,
636.127,0.08,636.127,3.77,636.127,-2.08,0.59,,,,,,,,,
636.144,-4.92,636.144,6.77,636.144,-4.08,-0.7433333333,,,,,,,,,
636.161,11.08,636.161,6.77,636.161,14.92,10.92333333,,,,,,,,,
636.179,1.08,636.179,10.77,636.179,-4.08,2.59,,,,,,,,,
636.196,-12.92,636.196,7.77,636.196,-2.08,-2.41,,,,,,,,,
636.214,-15.92,636.214,8.77,636.214,-4.08,-3.743333333,,,,,,,,,
636.231,1.08,636.231,0.77,636.231,-4.08,-0.7433333333,,,,,,,,,
636.249,-2.92,636.249,1.77,636.249,-25.08,-8.743333333,,,,,,,,,
636.266,-10.92,636.266,-0.23,636.266,-21.08,-10.74333333,,,,,,,,,
636.283,8.08,636.283,6.77,636.283,-2.08,4.256666667,,,,,,,,,
636.301,-1.92,636.301,5.77,636.301,-1.08,0.9233333333,,,,,,,,,
636.318,13.08,636.318,11.77,636.318,2.92,9.256666667,,,,,,,,,
636.336,-6.92,636.336,4.77,636.336,-12.08,-4.743333333,,,,,,,,,
636.353,-1.92,636.353,22.77,636.353,-1.08,6.59,,,,,,,,,
636.371,13.08,636.371,10.77,636.371,-6.08,5.923333333,,,,,,,,,
636.388,-19.92,636.388,3.77,636.388,-4.08,-6.743333333,,,,,,,,,
636.405,-9.92,636.405,24.77,636.405,-9.08,1.923333333,,,,,,,,,
636.423,9.08,636.423,20.77,636.423,-6.08,7.923333333,,,,,,,,,
636.44,3.08,636.44,21.77,636.44,-0.08,8.256666667,,,,,,,,,
636.458,-4.92,636.458,-15.23,636.458,-14.08,-11.41,,,,,,,,,
636.475,-4.92,636.475,-34.23,636.475,-23.08,-20.74333333,,,,,,,,,
636.492,-4.92,636.492,-19.23,636.492,-19.08,-14.41,,,,,,,,,
636.51,-9.92,636.51,-6.23,636.51,-4.08,-6.743333333,,,,,,,,,
636.527,-3.92,636.527,-6.23,636.527,-9.08,-6.41,,,,,,,,,
636.545,6.08,636.545,-3.23,636.545,-3.08,-0.07666666667,,,,,,,,,
636.562,-0.92,636.562,-7.23,636.562,-3.08,-3.743333333,,,,,,,,,
636.579,-3.92,636.579,-11.23,636.579,-19.08,-11.41,,,,,,,,,
636.597,0.08,636.597,-2.23,636.597,-10.08,-4.076666667,,,,,,,,,
636.614,0.08,636.614,19.77,636.614,12.92,10.92333333,,,,,,,,,
636.632,-12.92,636.632,9.77,636.632,-6.08,-3.076666667,,,,,,,,,
636.649,9.08,636.649,20.77,636.649,1.92,10.59,,,,,,,,,
636.666,5.08,636.666,5.77,636.666,16.92,9.256666667,,,,,,,,,
636.684,0.08,636.684,-2.23,636.684,-17.08,-6.41,,,,,,,,,
636.701,-5.92,636.701,-19.23,636.701,-20.08,-15.07666667,,,,,,,,,
636.718,-18.92,636.718,-19.23,636.718,-22.08,-20.07666667,,,,,,,,,
636.736,-12.92,636.736,-11.23,636.736,-4.08,-9.41,,,,,,,,,
636.753,12.08,636.753,-4.23,636.753,1.92,3.256666667,,,,,,,,,
636.771,-0.92,636.771,8.77,636.771,2.92,3.59,,,,,,,,,
636.788,-3.92,636.788,15.77,636.788,-12.08,-0.07666666667,,,,,,,,,
636.805,2.08,636.805,0.77,636.805,-12.08,-3.076666667,,,,,,,,,
636.823,-16.92,636.823,-13.23,636.823,-10.08,-13.41,,,,,,,,,
636.84,-14.92,636.84,-10.23,636.84,-7.08,-10.74333333,,,,,,,,,
636.857,-9.92,636.857,-10.23,636.857,-11.08,-10.41,,,,,,,,,
636.875,-10.92,636.875,-25.23,636.875,-19.08,-18.41,,,,,,,,,
636.892,-13.92,636.892,-21.23,636.892,-8.08,-14.41,,,,,,,,,
636.909,0.08,636.909,12.77,636.909,9.92,7.59,,,,,,,,,
636.927,12.08,636.927,9.77,636.927,6.92,9.59,,,,,,,,,
636.944,1.08,636.944,0.77,636.944,-14.08,-4.076666667,,,,,,,,,
636.961,-12.92,636.961,-10.23,636.961,7.92,-5.076666667,,,,,,,,,
636.979,-20.92,636.979,1.77,636.979,-5.08,-8.076666667,,,,,,,,,
636.996,-13.92,636.996,6.77,636.996,-17.08,-8.076666667,,,,,,,,,
637.013,-0.92,637.013,9.77,637.013,-14.08,-1.743333333,,,,,,,,,
637.031,-8.92,637.031,-1.23,637.031,-3.08,-4.41,,,,,,,,,
637.048,-22.92,637.048,-18.23,637.048,-14.08,-18.41,,,,,,,,,
637.065,-3.92,637.065,-3.23,637.065,-14.08,-7.076666667,,,,,,,,,
637.083,0.08,637.083,6.77,637.083,-10.08,-1.076666667,,,,,,,,,
637.1,-8.92,637.1,0.77,637.1,-17.08,-8.41,,,,,,,,,
637.117,-13.92,637.117,0.77,637.117,-2.08,-5.076666667,,,,,,,,,
637.135,-1.92,637.135,0.77,637.135,-5.08,-2.076666667,,,,,,,,,
637.152,1.08,637.152,22.77,637.152,13.92,12.59,,,,,,,,,
637.169,4.08,637.169,19.77,637.169,-0.08,7.923333333,,,,,,,,,
637.187,-5.92,637.187,-1.23,637.187,-9.08,-5.41,,,,,,,,,
637.204,16.08,637.204,7.77,637.204,9.92,11.25666667,,,,,,,,,
637.221,2.08,637.221,-5.23,637.221,-3.08,-2.076666667,,,,,,,,,
637.238,-3.92,637.238,1.77,637.238,-0.08,-0.7433333333,,,,,,,,,
637.256,9.08,637.256,22.77,637.256,24.92,18.92333333,,,,,,,,,
637.273,-3.92,637.273,1.77,637.273,7.92,1.923333333,,,,,,,,,
637.29,11.08,637.29,-1.23,637.29,0.92,3.59,,,,,,,,,
637.308,5.08,637.308,-15.23,637.308,-21.08,-10.41,,,,,,,,,
637.325,6.08,637.325,-4.23,637.325,-19.08,-5.743333333,,,,,,,,,
637.342,-1.92,637.342,-10.23,637.342,-6.08,-6.076666667,,,,,,,,,
637.359,15.08,637.359,9.77,637.359,17.92,14.25666667,,,,,,,,,
637.377,27.08,637.377,22.77,637.377,15.92,21.92333333,,,,,,,,,
637.394,41.08,637.394,33.77,637.394,43.92,39.59,,,,,,,,,
637.411,-5.92,637.411,10.77,637.411,-5.08,-0.07666666667,,,,,,,,,
637.428,-7.92,637.428,6.77,637.428,-8.08,-3.076666667,,,,,,,,,
637.446,-9.92,637.446,-12.23,637.446,-5.08,-9.076666667,,,,,,,,,
637.463,-1.92,637.463,-6.23,637.463,-4.08,-4.076666667,,,,,,,,,
637.48,12.08,637.48,13.77,637.48,8.92,11.59,,,,,,,,,
637.498,-4.92,637.498,-5.23,637.498,6.92,-1.076666667,,,,,,,,,
637.515,-18.92,637.515,-10.23,637.515,-7.08,-12.07666667,,,,,,,,,
637.532,-0.92,637.532,5.77,637.532,-7.08,-0.7433333333,,,,,,,,,
637.549,6.08,637.549,-11.23,637.549,-3.08,-2.743333333,,,,,,,,,
637.567,1.08,637.567,-1.23,637.567,-0.08,-0.07666666667,,,,,,,,,
637.584,6.08,637.584,-2.23,637.584,-3.08,0.2566666667,,,,,,,,,
637.601,5.08,637.601,-9.23,637.601,-10.08,-4.743333333,,,,,,,,,
637.618,16.08,637.618,5.77,637.618,-13.08,2.923333333,,,,,,,,,
637.636,5.08,637.636,17.77,637.636,-7.08,5.256666667,,,,,,,,,
637.653,-4.92,637.653,10.77,637.653,11.92,5.923333333,,,,,,,,,
637.67,-2.92,637.67,-0.23,637.67,4.92,0.59,,,,,,,,,
637.687,-2.92,637.687,3.77,637.687,-8.08,-2.41,,,,,,,,,
637.704,-0.92,637.704,3.77,637.704,2.92,1.923333333,,,,,,,,,
637.722,-3.92,637.722,6.77,637.722,-5.08,-0.7433333333,,,,,,,,,
637.739,4.08,637.739,21.77,637.739,2.92,9.59,,,,,,,,,
637.756,23.08,637.756,16.77,637.756,21.92,20.59,,,,,,,,,
637.773,6.08,637.773,10.77,637.773,19.92,12.25666667,,,,,,,,,
637.791,-5.92,637.791,-8.23,637.791,-3.08,-5.743333333,,,,,,,,,
637.808,8.08,637.808,4.77,637.808,1.92,4.923333333,,,,,,,,,
637.825,8.08,637.825,3.77,637.825,-4.08,2.59,,,,,,,,,
637.842,11.08,637.842,-8.23,637.842,4.92,2.59,,,,,,,,,
637.859,12.08,637.859,-10.23,637.859,-5.08,-1.076666667,,,,,,,,,
637.877,6.08,637.877,-4.23,637.877,-3.08,-0.41,,,,,,,,,
637.894,3.08,637.894,11.77,637.894,-0.08,4.923333333,,,,,,,,,
637.911,-8.92,637.911,6.77,637.911,-2.08,-1.41,,,,,,,,,
637.928,-10.92,637.928,0.77,637.928,-13.08,-7.743333333,,,,,,,,,
637.945,1.08,637.945,13.77,637.945,2.92,5.923333333,,,,,,,,,
637.963,-7.92,637.963,9.77,637.963,7.92,3.256666667,,,,,,,,,
637.98,3.08,637.98,-5.23,637.98,-4.08,-2.076666667,,,,,,,,,
637.997,-0.92,637.997,-1.23,637.997,-4.08,-2.076666667,,,,,,,,,
638.014,-11.92,638.014,0.77,638.014,-21.08,-10.74333333,,,,,,,,,
638.031,-0.92,638.031,1.77,638.031,-4.08,-1.076666667,,,,,,,,,
638.049,2.08,638.049,11.77,638.049,-9.08,1.59,,,,,,,,,
638.066,-1.92,638.066,-16.23,638.066,-15.08,-11.07666667,,,,,,,,,
638.083,10.08,638.083,-2.23,638.083,-11.08,-1.076666667,,,,,,,,,
638.1,2.08,638.1,9.77,638.1,-3.08,2.923333333,,,,,,,,,
638.117,-5.92,638.117,18.77,638.117,-5.08,2.59,,,,,,,,,
638.134,1.08,638.134,0.77,638.134,-14.08,-4.076666667,,,,,,,,,
638.152,-0.92,638.152,-1.23,638.152,-11.08,-4.41,,,,,,,,,
638.169,-14.92,638.169,3.77,638.169,-17.08,-9.41,,,,,,,,,
638.186,2.08,638.186,2.77,638.186,-5.08,-0.07666666667,,,,,,,,,
638.203,-18.92,638.203,-12.23,638.203,1.92,-9.743333333,,,,,,,,,
638.22,-8.92,638.22,-30.23,638.22,-13.08,-17.41,,,,,,,,,
638.237,-3.92,638.237,-21.23,638.237,-20.08,-15.07666667,,,,,,,,,
638.255,-12.92,638.255,-19.23,638.255,-21.08,-17.74333333,,,,,,,,,
638.272,-1.92,638.272,-8.23,638.272,-7.08,-5.743333333,,,,,,,,,
638.289,-8.92,638.289,3.77,638.289,-7.08,-4.076666667,,,,,,,,,
638.306,-12.92,638.306,-1.23,638.306,-17.08,-10.41,,,,,,,,,
638.323,-6.92,638.323,6.77,638.323,-7.08,-2.41,,,,,,,,,
638.34,-3.92,638.34,4.77,638.34,-2.08,-0.41,,,,,,,,,
638.357,9.08,638.357,-5.23,638.357,6.92,3.59,,,,,,,,,
638.374,18.08,638.374,4.77,638.374,21.92,14.92333333,,,,,,,,,
638.392,13.08,638.392,-1.23,638.392,-15.08,-1.076666667,,,,,,,,,
638.409,-18.92,638.409,-12.23,638.409,-13.08,-14.74333333,,,,,,,,,
638.426,-12.92,638.426,-4.23,638.426,-6.08,-7.743333333,,,,,,,,,
638.443,-20.92,638.443,8.77,638.443,-4.08,-5.41,,,,,,,,,
638.46,-12.92,638.46,9.77,638.46,-9.08,-4.076666667,,,,,,,,,
638.477,6.08,638.477,3.77,638.477,0.92,3.59,,,,,,,,,
638.494,1.08,638.494,3.77,638.494,10.92,5.256666667,,,,,,,,,
638.511,-1.92,638.511,8.77,638.511,0.92,2.59,,,,,,,,,
638.529,0.08,638.529,14.77,638.529,12.92,9.256666667,,,,,,,,,
638.546,-17.92,638.546,-14.23,638.546,-12.08,-14.74333333,,,,,,,,,
638.563,-6.92,638.563,5.77,638.563,-6.08,-2.41,,,,,,,,,
638.58,-5.92,638.58,-3.23,638.58,-7.08,-5.41,,,,,,,,,
638.597,-5.92,638.597,4.77,638.597,-1.08,-0.7433333333,,,,,,,,,
638.614,-3.92,638.614,-3.23,638.614,-4.08,-3.743333333,,,,,,,,,
638.631,11.08,638.631,-19.23,638.631,2.92,-1.743333333,,,,,,,,,
638.648,2.08,638.648,-1.23,638.648,4.92,1.923333333,,,,,,,,,
638.665,-0.92,638.665,-0.23,638.665,-1.08,-0.7433333333,,,,,,,,,
638.682,-7.92,638.682,-3.23,638.682,-0.08,-3.743333333,,,,,,,,,
638.7,-4.92,638.7,-11.23,638.7,0.92,-5.076666667,,,,,,,,,
638.717,0.08,638.717,-9.23,638.717,0.92,-2.743333333,,,,,,,,,
638.734,-1.92,638.734,-1.23,638.734,-6.08,-3.076666667,,,,,,,,,
638.751,11.08,638.751,6.77,638.751,-7.08,3.59,,,,,,,,,
638.768,6.08,638.768,2.77,638.768,-3.08,1.923333333,,,,,,,,,
638.785,7.08,638.785,4.77,638.785,-13.08,-0.41,,,,,,,,,
638.802,-3.92,638.802,8.77,638.802,-10.08,-1.743333333,,,,,,,,,
638.819,-8.92,638.819,-1.23,638.819,-3.08,-4.41,,,,,,,,,
638.836,3.08,638.836,-7.23,638.836,3.92,-0.07666666667,,,,,,,,,
638.853,24.08,638.853,6.77,638.853,10.92,13.92333333,,,,,,,,,
638.87,2.08,638.87,2.77,638.87,0.92,1.923333333,,,,,,,,,
638.887,-6.92,638.887,-12.23,638.887,-16.08,-11.74333333,,,,,,,,,
638.904,-10.92,638.904,1.77,638.904,-6.08,-5.076666667,,,,,,,,,
638.921,3.08,638.921,9.77,638.921,6.92,6.59,,,,,,,,,
638.939,8.08,638.939,12.77,638.939,8.92,9.923333333,,,,,,,,,
638.956,0.08,638.956,6.77,638.956,15.92,7.59,,,,,,,,,
638.973,0.08,638.973,3.77,638.973,4.92,2.923333333,,,,,,,,,
638.99,5.08,638.99,11.77,638.99,0.92,5.923333333,,,,,,,,,
639.007,8.08,639.007,11.77,639.007,7.92,9.256666667,,,,,,,,,
639.024,6.08,639.024,1.77,639.024,5.92,4.59,,,,,,,,,
639.041,13.08,639.041,6.77,639.041,4.92,8.256666667,,,,,,,,,
639.058,9.08,639.058,-0.23,639.058,-1.08,2.59,,,,,,,,,
639.075,1.08,639.075,-6.23,639.075,11.92,2.256666667,,,,,,,,,
639.092,2.08,639.092,-2.23,639.092,21.92,7.256666667,,,,,,,,,
639.109,-6.92,639.109,-11.23,639.109,-6.08,-8.076666667,,,,,,,,,
639.126,-9.92,639.126,0.77,639.126,-9.08,-6.076666667,,,,,,,,,
639.143,-9.92,639.143,-2.23,639.143,-5.08,-5.743333333,,,,,,,,,
639.16,1.08,639.16,3.77,639.16,-9.08,-1.41,,,,,,,,,
639.177,21.08,639.177,6.77,639.177,2.92,10.25666667,,,,,,,,,
639.194,25.08,639.194,14.77,639.194,16.92,18.92333333,,,,,,,,,
639.211,16.08,639.211,24.77,639.211,6.92,15.92333333,,,,,,,,,
639.228,-4.92,639.228,24.77,639.228,9.92,9.923333333,,,,,,,,,
639.245,-7.92,639.245,9.77,639.245,-12.08,-3.41,,,,,,,,,
639.262,3.08,639.262,3.77,639.262,9.92,5.59,,,,,,,,,
639.279,-0.92,639.279,-2.23,639.279,8.92,1.923333333,,,,,,,,,
639.296,5.08,639.296,-4.23,639.296,7.92,2.923333333,,,,,,,,,
639.313,16.08,639.313,1.77,639.313,14.92,10.92333333,,,,,,,,,
639.33,2.08,639.33,-17.23,639.33,1.92,-4.41,,,,,,,,,
639.347,4.08,639.347,-15.23,639.347,3.92,-2.41,,,,,,,,,
639.364,-10.92,639.364,-9.23,639.364,-12.08,-10.74333333,,,,,,,,,
639.381,-3.92,639.381,-1.23,639.381,-12.08,-5.743333333,,,,,,,,,
639.398,20.08,639.398,-8.23,639.398,16.92,9.59,,,,,,,,,
639.415,12.08,639.415,-2.23,639.415,11.92,7.256666667,,,,,,,,,
639.432,6.08,639.432,1.77,639.432,3.92,3.923333333,,,,,,,,,
639.449,-12.92,639.449,-12.23,639.449,-1.08,-8.743333333,,,,,,,,,
639.466,5.08,639.466,9.77,639.466,0.92,5.256666667,,,,,,,,,
639.483,14.08,639.483,18.77,639.483,-0.08,10.92333333,,,,,,,,,
639.5,15.08,639.5,5.77,639.5,-0.08,6.923333333,,,,,,,,,
639.517,10.08,639.517,9.77,639.517,2.92,7.59,,,,,,,,,
639.534,-7.92,639.534,3.77,639.534,-3.08,-2.41,,,,,,,,,
639.551,-8.92,639.551,8.77,639.551,-6.08,-2.076666667,,,,,,,,,
639.568,-18.92,639.568,-4.23,639.568,-21.08,-14.74333333,,,,,,,,,
639.585,-8.92,639.585,-16.23,639.585,-8.08,-11.07666667,,,,,,,,,
639.602,-5.92,639.602,-5.23,639.602,-6.08,-5.743333333,,,,,,,,,
639.619,-2.92,639.619,7.77,639.619,-18.08,-4.41,,,,,,,,,
639.636,3.08,639.636,4.77,639.636,-11.08,-1.076666667,,,,,,,,,
639.653,9.08,639.653,4.77,639.653,-6.08,2.59,,,,,,,,,
639.669,-18.92,639.669,-3.23,639.669,-25.08,-15.74333333,,,,,,,,,
639.686,-10.92,639.686,-5.23,639.686,-15.08,-10.41,,,,,,,,,
639.703,1.08,639.703,1.77,639.703,12.92,5.256666667,,,,,,,,,
639.72,2.08,639.72,12.77,639.72,0.92,5.256666667,,,,,,,,,
639.737,15.08,639.737,8.77,639.737,-18.08,1.923333333,,,,,,,,,
639.754,16.08,639.754,-4.23,639.754,4.92,5.59,,,,,,,,,
639.771,23.08,639.771,16.77,639.771,17.92,19.25666667,,,,,,,,,
639.788,16.08,639.788,25.77,639.788,27.92,23.25666667,,,,,,,,,
639.805,16.08,639.805,21.77,639.805,10.92,16.25666667,,,,,,,,,
639.822,11.08,639.822,10.77,639.822,-9.08,4.256666667,,,,,,,,,
639.839,11.08,639.839,11.77,639.839,-3.08,6.59,,,,,,,,,
639.856,21.08,639.856,12.77,639.856,-4.08,9.923333333,,,,,,,,,
639.873,10.08,639.873,-3.23,639.873,6.92,4.59,,,,,,,,,
639.89,15.08,639.89,12.77,639.89,9.92,12.59,,,,,,,,,
639.906,-7.92,639.906,1.77,639.906,-13.08,-6.41,,,,,,,,,
639.923,-0.92,639.923,8.77,639.923,-2.08,1.923333333,,,,,,,,,
639.94,2.08,639.94,12.77,639.94,-5.08,3.256666667,,,,,,,,,
639.957,12.08,639.957,11.77,639.957,0.92,8.256666667,,,,,,,,,
639.974,5.08,639.974,15.77,639.974,-1.08,6.59,,,,,,,,,
639.991,7.08,639.991,5.77,639.991,4.92,5.923333333,,,,,,,,,
640.008,-10.92,640.008,1.77,640.008,3.92,-1.743333333,,,,,,,,,
640.025,-5.92,640.025,6.77,640.025,13.92,4.923333333,,,,,,,,,
640.042,-15.92,640.042,6.77,640.042,2.92,-2.076666667,,,,,,,,,
640.059,-12.92,640.059,9.77,640.059,-6.08,-3.076666667,,,,,,,,,
640.075,-3.92,640.075,0.77,640.075,-12.08,-5.076666667,,,,,,,,,
640.092,5.08,640.092,11.77,640.092,4.92,7.256666667,,,,,,,,,
640.109,-1.92,640.109,9.77,640.109,10.92,6.256666667,,,,,,,,,
640.126,6.08,640.126,11.77,640.126,3.92,7.256666667,,,,,,,,,
640.143,5.08,640.143,4.77,640.143,-3.08,2.256666667,,,,,,,,,
640.16,13.08,640.16,-6.23,640.16,-5.08,0.59,,,,,,,,,
640.177,-3.92,640.177,7.77,640.177,-16.08,-4.076666667,,,,,,,,,
640.194,-4.92,640.194,2.77,640.194,1.92,-0.07666666667,,,,,,,,,
640.21,-4.92,640.21,16.77,640.21,2.92,4.923333333,,,,,,,,,
640.227,1.08,640.227,16.77,640.227,-1.08,5.59,,,,,,,,,
640.244,7.08,640.244,-0.23,640.244,-3.08,1.256666667,,,,,,,,,
640.261,11.08,640.261,4.77,640.261,-0.08,5.256666667,,,,,,,,,
640.278,-9.92,640.278,-1.23,640.278,2.92,-2.743333333,,,,,,,,,
640.295,-2.92,640.295,2.77,640.295,-8.08,-2.743333333,,,,,,,,,
640.312,-15.92,640.312,-1.23,640.312,-21.08,-12.74333333,,,,,,,,,
640.328,0.08,640.328,9.77,640.328,2.92,4.256666667,,,,,,,,,
640.345,-0.92,640.345,21.77,640.345,10.92,10.59,,,,,,,,,
640.362,3.08,640.362,-6.23,640.362,7.92,1.59,,,,,,,,,
640.379,7.08,640.379,-4.23,640.379,-2.08,0.2566666667,,,,,,,,,
640.396,20.08,640.396,32.77,640.396,25.92,26.25666667,,,,,,,,,
640.413,20.08,640.413,24.77,640.413,20.92,21.92333333,,,,,,,,,
640.43,-1.92,640.43,-3.23,640.43,-6.08,-3.743333333,,,,,,,,,
640.446,-17.92,640.446,-21.23,640.446,-10.08,-16.41,,,,,,,,,
640.463,0.08,640.463,11.77,640.463,-8.08,1.256666667,,,,,,,,,
640.48,-5.92,640.48,-4.23,640.48,-10.08,-6.743333333,,,,,,,,,
640.497,-3.92,640.497,-6.23,640.497,-10.08,-6.743333333,,,,,,,,,
640.514,-10.92,640.514,-5.23,640.514,-10.08,-8.743333333,,,,,,,,,
640.531,4.08,640.531,5.77,640.531,-13.08,-1.076666667,,,,,,,,,
640.547,5.08,640.547,7.77,640.547,-9.08,1.256666667,,,,,,,,,
640.564,-2.92,640.564,1.77,640.564,-4.08,-1.743333333,,,,,,,,,
640.581,-8.92,640.581,13.77,640.581,3.92,2.923333333,,,,,,,,,
640.598,-10.92,640.598,11.77,640.598,11.92,4.256666667,,,,,,,,,
640.615,-12.92,640.615,-4.23,640.615,0.92,-5.41,,,,,,,,,
640.631,-7.92,640.631,-3.23,640.631,4.92,-2.076666667,,,,,,,,,
640.648,-13.92,640.648,-11.23,640.648,-13.08,-12.74333333,,,,,,,,,
640.665,-7.92,640.665,4.77,640.665,8.92,1.923333333,,,,,,,,,
640.682,3.08,640.682,14.77,640.682,19.92,12.59,,,,,,,,,
640.699,-18.92,640.699,-7.23,640.699,0.92,-8.41,,,,,,,,,
640.715,-6.92,640.715,12.77,640.715,-4.08,0.59,,,,,,,,,
640.732,11.08,640.732,9.77,640.732,-4.08,5.59,,,,,,,,,
640.749,11.08,640.749,13.77,640.749,-2.08,7.59,,,,,,,,,
640.766,5.08,640.766,6.77,640.766,2.92,4.923333333,,,,,,,,,
640.783,12.08,640.783,13.77,640.783,12.92,12.92333333,,,,,,,,,
640.799,-5.92,640.799,9.77,640.799,8.92,4.256666667,,,,,,,,,
640.816,-11.92,640.816,2.77,640.816,-7.08,-5.41,,,,,,,,,
640.833,-1.92,640.833,0.77,640.833,-19.08,-6.743333333,,,,,,,,,
640.85,5.08,640.85,16.77,640.85,-1.08,6.923333333,,,,,,,,,
640.866,6.08,640.866,13.77,640.866,-5.08,4.923333333,,,,,,,,,
640.883,11.08,640.883,28.77,640.883,34.92,24.92333333,,,,,,,,,
640.9,8.08,640.9,22.77,640.9,4.92,11.92333333,,,,,,,,,
640.917,3.08,640.917,4.77,640.917,-3.08,1.59,,,,,,,,,
640.933,-10.92,640.933,-10.23,640.933,-18.08,-13.07666667,,,,,,,,,
640.95,-7.92,640.95,-7.23,640.95,-14.08,-9.743333333,,,,,,,,,
640.967,4.08,640.967,-13.23,640.967,-12.08,-7.076666667,,,,,,,,,
640.984,-5.92,640.984,-3.23,640.984,-10.08,-6.41,,,,,,,,,
641.001,-1.92,641.001,-7.23,641.001,-2.08,-3.743333333,,,,,,,,,
641.017,6.08,641.017,-3.23,641.017,-1.08,0.59,,,,,,,,,
641.034,-6.92,641.034,-2.23,641.034,-11.08,-6.743333333,,,,,,,,,
641.051,-7.92,641.051,4.77,641.051,6.92,1.256666667,,,,,,,,,
641.068,-3.92,641.068,-9.23,641.068,-5.08,-6.076666667,,,,,,,,,
641.084,16.08,641.084,17.77,641.084,0.92,11.59,,,,,,,,,
641.101,11.08,641.101,7.77,641.101,-0.08,6.256666667,,,,,,,,,
641.118,11.08,641.118,9.77,641.118,-0.08,6.923333333,,,,,,,,,
641.134,0.08,641.134,9.77,641.134,-7.08,0.9233333333,,,,,,,,,
641.151,2.08,641.151,21.77,641.151,-16.08,2.59,,,,,,,,,
641.168,2.08,641.168,6.77,641.168,-22.08,-4.41,,,,,,,,,
641.185,-0.92,641.185,-3.23,641.185,-1.08,-1.743333333,,,,,,,,,
641.201,10.08,641.201,10.77,641.201,24.92,15.25666667,,,,,,,,,
641.218,-2.92,641.218,5.77,641.218,0.92,1.256666667,,,,,,,,,
641.235,-2.92,641.235,-3.23,641.235,-4.08,-3.41,,,,,,,,,
641.252,-7.92,641.252,0.77,641.252,-12.08,-6.41,,,,,,,,,
641.268,3.08,641.268,11.77,641.268,-3.08,3.923333333,,,,,,,,,
641.285,-6.92,641.285,1.77,641.285,-9.08,-4.743333333,,,,,,,,,
641.302,1.08,641.302,11.77,641.302,6.92,6.59,,,,,,,,,
641.318,0.08,641.318,10.77,641.318,-8.08,0.9233333333,,,,,,,,,
641.335,-2.92,641.335,1.77,641.335,-18.08,-6.41,,,,,,,,,
641.352,6.08,641.352,2.77,641.352,-12.08,-1.076666667,,,,,,,,,
641.368,20.08,641.368,9.77,641.368,11.92,13.92333333,,,,,,,,,
641.385,1.08,641.385,3.77,641.385,21.92,8.923333333,,,,,,,,,
641.402,-15.92,641.402,-3.23,641.402,-13.08,-10.74333333,,,,,,,,,
641.419,-11.92,641.419,-2.23,641.419,-8.08,-7.41,,,,,,,,,
641.435,11.08,641.435,6.77,641.435,-1.08,5.59,,,,,,,,,
